dataset,model,test_score,classes,transf_metric,transf_score
sun397,densenet121,0.4628715365239294,397,imagenet,74.434
sun397,densenet161,0.4787405541561713,397,imagenet,77.138
sun397,densenet169,0.4565743073047859,397,imagenet,75.6
sun397,efficientnet_b0,0.413904282115869,397,imagenet,77.692
sun397,mobilenetv2_050,0.1872040302267002,397,imagenet,65.95
sun397,mobilenetv2_100,0.420705289672544,397,imagenet,72.976
sun397,resnet18,0.3871032745591939,397,imagenet,69.758
sun397,resnet34,0.3630226700251888,397,imagenet,73.314
sun397,resnet50,0.4092695214105793,397,imagenet,76.13
sun397,vit_small_patch16_224,0.6689672544080606,397,imagenet,78.846
sun397,densenet121,0.4628715365239294,397,hscore_score,82.76918761103136
sun397,densenet161,0.4787405541561713,397,hscore_score,88.36998735430004
sun397,densenet169,0.4565743073047859,397,hscore_score,102.88572662339564
sun397,efficientnet_b0,0.413904282115869,397,hscore_score,99.54713683812986
sun397,mobilenetv2_050,0.1872040302267002,397,hscore_score,77.18552912163929
sun397,mobilenetv2_100,0.420705289672544,397,hscore_score,88.55830433314188
sun397,resnet18,0.3871032745591939,397,hscore_score,49.692265375863606
sun397,resnet34,0.3630226700251888,397,hscore_score,60.03014670816068
sun397,resnet50,0.4092695214105793,397,hscore_score,137.6324762167876
sun397,vit_small_patch16_224,0.6689672544080606,397,hscore_score,79.08068756759167
sun397,densenet121,0.4628715365239294,397,nce_score,-2.767187046861433
sun397,densenet161,0.4787405541561713,397,nce_score,-2.7560679109906783
sun397,densenet169,0.4565743073047859,397,nce_score,-2.7617658736271866
sun397,efficientnet_b0,0.413904282115869,397,nce_score,-2.7272056761034396
sun397,mobilenetv2_050,0.1872040302267002,397,nce_score,-2.933504262193707
sun397,mobilenetv2_100,0.420705289672544,397,nce_score,-2.8267948162421836
sun397,resnet18,0.3871032745591939,397,nce_score,-2.8580508589428666
sun397,resnet34,0.3630226700251888,397,nce_score,-2.776722685180723
sun397,resnet50,0.4092695214105793,397,nce_score,-2.7246779055110215
sun397,vit_small_patch16_224,0.6689672544080606,397,nce_score,-2.488168209740561
sun397,densenet121,0.4628715365239294,397,leep_score,-3.4780741273044433
sun397,densenet161,0.4787405541561713,397,leep_score,-3.0295217169829463
sun397,densenet169,0.4565743073047859,397,leep_score,-3.0709193562465456
sun397,efficientnet_b0,0.413904282115869,397,leep_score,-3.308699727952831
sun397,mobilenetv2_050,0.1872040302267002,397,leep_score,-3.896239728935533
sun397,mobilenetv2_100,0.420705289672544,397,leep_score,-3.557805078463383
sun397,resnet18,0.3871032745591939,397,leep_score,-3.347713121296689
sun397,resnet34,0.3630226700251888,397,leep_score,-3.4446092070939014
sun397,resnet50,0.4092695214105793,397,leep_score,-2.9759154010026703
sun397,vit_small_patch16_224,0.6689672544080606,397,leep_score,-2.799840449023536
sun397,densenet121,0.4628715365239294,397,nleep_score,-1.3676384734917777
sun397,densenet161,0.4787405541561713,397,nleep_score,-1.3901041469479924
sun397,densenet169,0.4565743073047859,397,nleep_score,-1.411804878289989
sun397,efficientnet_b0,0.413904282115869,397,nleep_score,-1.3257817496549478
sun397,mobilenetv2_050,0.1872040302267002,397,nleep_score,-1.65101679621431
sun397,mobilenetv2_100,0.420705289672544,397,nleep_score,-1.4309969858876328
sun397,resnet18,0.3871032745591939,397,nleep_score,-1.5328267605863848
sun397,resnet34,0.3630226700251888,397,nleep_score,-1.3923567609036045
sun397,resnet50,0.4092695214105793,397,nleep_score,-1.2759609115713069
sun397,vit_small_patch16_224,0.6689672544080606,397,nleep_score,-0.8278176844564604
sun397,densenet121,0.4628715365239294,397,parc_score,7.1139792290513215
sun397,densenet161,0.4787405541561713,397,parc_score,7.046500727448539
sun397,densenet169,0.4565743073047859,397,parc_score,7.064845237048203
sun397,efficientnet_b0,0.413904282115869,397,parc_score,7.236230009030102
sun397,mobilenetv2_050,0.1872040302267002,397,parc_score,6.264070894224232
sun397,mobilenetv2_100,0.420705289672544,397,parc_score,6.933843094494915
sun397,resnet18,0.3871032745591939,397,parc_score,6.7012655288665
sun397,resnet34,0.3630226700251888,397,parc_score,7.1194469786983845
sun397,resnet50,0.4092695214105793,397,parc_score,7.331863141227576
sun397,vit_small_patch16_224,0.6689672544080606,397,parc_score,7.887267970607377
sun397,densenet121,0.4628715365239294,397,reg_hscore_score,79.21137259876511
sun397,densenet161,0.4787405541561713,397,reg_hscore_score,72.85189551976782
sun397,densenet169,0.4565743073047859,397,reg_hscore_score,69.3100554819435
sun397,efficientnet_b0,0.413904282115869,397,reg_hscore_score,97.83717625449684
sun397,mobilenetv2_050,0.1872040302267002,397,reg_hscore_score,75.87763620882268
sun397,mobilenetv2_100,0.420705289672544,397,reg_hscore_score,87.02743407617663
sun397,resnet18,0.3871032745591939,397,reg_hscore_score,48.99974406320197
sun397,resnet34,0.3630226700251888,397,reg_hscore_score,59.45482311134398
sun397,resnet50,0.4092695214105793,397,reg_hscore_score,134.74067556357198
sun397,vit_small_patch16_224,0.6689672544080606,397,reg_hscore_score,78.0473848326757
sun397,densenet121,0.4628715365239294,397,sfda_score,0.5846126427605374
sun397,densenet161,0.4787405541561713,397,sfda_score,0.6099777604318173
sun397,densenet169,0.4565743073047859,397,sfda_score,0.6986835611067875
sun397,efficientnet_b0,0.413904282115869,397,sfda_score,0.6399473279792519
sun397,mobilenetv2_050,0.1872040302267002,397,sfda_score,0.42019018659673846
sun397,mobilenetv2_100,0.420705289672544,397,sfda_score,0.6323858653885367
sun397,resnet18,0.3871032745591939,397,sfda_score,0.5002236612434153
sun397,resnet34,0.3630226700251888,397,sfda_score,0.493595421439015
sun397,resnet50,0.4092695214105793,397,sfda_score,0.6529104773151971
sun397,vit_small_patch16_224,0.6689672544080606,397,sfda_score,0.6039217429589011
sun397,densenet121,0.4628715365239294,397,logme_score,1.629797029109517
sun397,densenet161,0.4787405541561713,397,logme_score,1.6245251464635402
sun397,densenet169,0.4565743073047859,397,logme_score,1.6221768481703251
sun397,efficientnet_b0,0.413904282115869,397,logme_score,1.639965167462181
sun397,mobilenetv2_050,0.1872040302267002,397,logme_score,1.613472422700939
sun397,mobilenetv2_100,0.420705289672544,397,logme_score,1.6271891274232448
sun397,resnet18,0.3871032745591939,397,logme_score,1.6080308804344048
sun397,resnet34,0.3630226700251888,397,logme_score,1.6213249731067338
sun397,resnet50,0.4092695214105793,397,logme_score,1.6786793060090917
sun397,vit_small_patch16_224,0.6689672544080606,397,logme_score,1.652147839489413
