dataset,model,test_score,classes,transf_metric,transf_score
sun397,densenet121,0.4628715365239294,397,overall_+I_scorer,0.048906388681125665
sun397,densenet161,0.4787405541561713,397,overall_+I_scorer,0.5774550497273373
sun397,densenet169,0.4565743073047859,397,overall_+I_scorer,0.2768234518393651
sun397,efficientnet_b0,0.413904282115869,397,overall_+I_scorer,0.6857449751044061
sun397,mobilenetv2_050,0.1872040302267002,397,overall_+I_scorer,-1.609454129187234
sun397,mobilenetv2_100,0.420705289672544,397,overall_+I_scorer,-0.23608767485636456
sun397,resnet18,0.3871032745591939,397,overall_+I_scorer,-0.8651074941044068
sun397,resnet34,0.3630226700251888,397,overall_+I_scorer,-0.1700190922255895
sun397,resnet50,0.4092695214105793,397,overall_+I_scorer,0.3804221169112926
sun397,vit_small_patch16_224,0.6689672544080606,397,overall_+I_scorer,0.9113164081100763
sun397,densenet121,0.4628715365239294,397,per_scorer_+I_scorer,0.17727307738136103
sun397,densenet161,0.4787405541561713,397,per_scorer_+I_scorer,0.41921961728838897
sun397,densenet169,0.4565743073047859,397,per_scorer_+I_scorer,0.26288844912024395
sun397,efficientnet_b0,0.413904282115869,397,per_scorer_+I_scorer,0.15129024943806818
sun397,mobilenetv2_050,0.1872040302267002,397,per_scorer_+I_scorer,-1.5891573867458855
sun397,mobilenetv2_100,0.420705289672544,397,per_scorer_+I_scorer,-0.10758321903692783
sun397,resnet18,0.3871032745591939,397,per_scorer_+I_scorer,-0.44356262154004705
sun397,resnet34,0.3630226700251888,397,per_scorer_+I_scorer,-0.04817692022842665
sun397,resnet50,0.4092695214105793,397,per_scorer_+I_scorer,0.11801607186494892
sun397,vit_small_patch16_224,0.6689672544080606,397,per_scorer_+I_scorer,1.0597926824582746
sun397,densenet121,0.4628715365239294,397,per_scorer_dataset_+I_scorer,0.17727307738136108
sun397,densenet161,0.4787405541561713,397,per_scorer_dataset_+I_scorer,0.419219617288389
sun397,densenet169,0.4565743073047859,397,per_scorer_dataset_+I_scorer,0.26288844912024417
sun397,efficientnet_b0,0.413904282115869,397,per_scorer_dataset_+I_scorer,0.15129024943806832
sun397,mobilenetv2_050,0.1872040302267002,397,per_scorer_dataset_+I_scorer,-1.589157386745886
sun397,mobilenetv2_100,0.420705289672544,397,per_scorer_dataset_+I_scorer,-0.10758321903692776
sun397,resnet18,0.3871032745591939,397,per_scorer_dataset_+I_scorer,-0.4435626215400473
sun397,resnet34,0.3630226700251888,397,per_scorer_dataset_+I_scorer,-0.04817692022842659
sun397,resnet50,0.4092695214105793,397,per_scorer_dataset_+I_scorer,0.11801607186494897
sun397,vit_small_patch16_224,0.6689672544080606,397,per_scorer_dataset_+I_scorer,1.059792682458275
sun397,densenet121,0.4628715365239294,397,svm_+I_scorer,0.15835601770036545
sun397,densenet161,0.4787405541561713,397,svm_+I_scorer,0.22553809587817406
sun397,densenet169,0.4565743073047859,397,svm_+I_scorer,0.1857762377306813
sun397,efficientnet_b0,0.413904282115869,397,svm_+I_scorer,0.0902705892981064
sun397,mobilenetv2_050,0.1872040302267002,397,svm_+I_scorer,-0.015905210495482033
sun397,mobilenetv2_100,0.420705289672544,397,svm_+I_scorer,0.042617836358771165
sun397,resnet18,0.3871032745591939,397,svm_+I_scorer,-0.008935832978560987
sun397,resnet34,0.3630226700251888,397,svm_+I_scorer,0.07327694794648945
sun397,resnet50,0.4092695214105793,397,svm_+I_scorer,0.11027613218211473
sun397,vit_small_patch16_224,0.6689672544080606,397,svm_+I_scorer,0.1772974550601864
sun397,densenet121,0.4628715365239294,397,lsq_+I_scorer,0.27119782791462177
sun397,densenet161,0.4787405541561713,397,lsq_+I_scorer,0.4356391588564478
sun397,densenet169,0.4565743073047859,397,lsq_+I_scorer,0.2951833835278278
sun397,efficientnet_b0,0.413904282115869,397,lsq_+I_scorer,-0.19724691294495778
sun397,mobilenetv2_050,0.1872040302267002,397,lsq_+I_scorer,-1.8168858530532503
sun397,mobilenetv2_100,0.420705289672544,397,lsq_+I_scorer,-0.16741351785595718
sun397,resnet18,0.3871032745591939,397,lsq_+I_scorer,-0.45862316585198704
sun397,resnet34,0.3630226700251888,397,lsq_+I_scorer,-0.050632531724323394
sun397,resnet50,0.4092695214105793,397,lsq_+I_scorer,0.001244509907002274
sun397,vit_small_patch16_224,0.6689672544080606,397,lsq_+I_scorer,1.6875371012245761
aircraft,densenet121,0.2472459893048129,100,overall_+I_scorer,0.04927177566499729
aircraft,densenet161,0.2567201426024955,100,overall_+I_scorer,0.5817693032355445
aircraft,densenet169,0.2080392156862745,100,overall_+I_scorer,0.2788916414738933
aircraft,efficientnet_b0,0.2230392156862745,100,overall_+I_scorer,0.69086827892862
aircraft,mobilenetv2_050,0.1059001782531194,100,overall_+I_scorer,-1.6214786029993917
aircraft,mobilenetv2_100,0.2229411764705882,100,overall_+I_scorer,-0.23785152137562954
aircraft,resnet18,0.1933868092691622,100,overall_+I_scorer,-0.8715708422787428
aircraft,resnet34,0.1474331550802139,100,overall_+I_scorer,-0.17128933042931252
aircraft,resnet50,0.1255436720142602,100,overall_+I_scorer,0.3832643077506647
aircraft,vit_small_patch16_224,0.320855614973262,100,overall_+I_scorer,0.9181249900293654
aircraft,densenet121,0.2472459893048129,100,per_scorer_+I_scorer,0.32559469097252314
aircraft,densenet161,0.2567201426024955,100,per_scorer_+I_scorer,0.6919386199942925
aircraft,densenet169,0.2080392156862745,100,per_scorer_+I_scorer,0.43848696545737054
aircraft,efficientnet_b0,0.2230392156862745,100,per_scorer_+I_scorer,0.10586582198755465
aircraft,mobilenetv2_050,0.1059001782531194,100,per_scorer_+I_scorer,-1.698571185170664
aircraft,mobilenetv2_100,0.2229411764705882,100,per_scorer_+I_scorer,-0.02007729220919581
aircraft,resnet18,0.1933868092691622,100,per_scorer_+I_scorer,-0.1864452053337738
aircraft,resnet34,0.1474331550802139,100,per_scorer_+I_scorer,-0.15159379301031964
aircraft,resnet50,0.1255436720142602,100,per_scorer_+I_scorer,-0.34112503825589346
aircraft,vit_small_patch16_224,0.320855614973262,100,per_scorer_+I_scorer,0.8359264155681052
aircraft,densenet121,0.2472459893048129,100,per_scorer_dataset_+I_scorer,0.3255946909725232
aircraft,densenet161,0.2567201426024955,100,per_scorer_dataset_+I_scorer,0.6919386199942925
aircraft,densenet169,0.2080392156862745,100,per_scorer_dataset_+I_scorer,0.43848696545737065
aircraft,efficientnet_b0,0.2230392156862745,100,per_scorer_dataset_+I_scorer,0.10586582198755472
aircraft,mobilenetv2_050,0.1059001782531194,100,per_scorer_dataset_+I_scorer,-1.698571185170664
aircraft,mobilenetv2_100,0.2229411764705882,100,per_scorer_dataset_+I_scorer,-0.020077292209195748
aircraft,resnet18,0.1933868092691622,100,per_scorer_dataset_+I_scorer,-0.18644520533377376
aircraft,resnet34,0.1474331550802139,100,per_scorer_dataset_+I_scorer,-0.15159379301031953
aircraft,resnet50,0.1255436720142602,100,per_scorer_dataset_+I_scorer,-0.34112503825589346
aircraft,vit_small_patch16_224,0.320855614973262,100,per_scorer_dataset_+I_scorer,0.8359264155681052
aircraft,densenet121,0.2472459893048129,100,svm_+I_scorer,0.197778339314445
aircraft,densenet161,0.2567201426024955,100,svm_+I_scorer,0.2566077436453248
aircraft,densenet169,0.2080392156862745,100,svm_+I_scorer,0.2270104396247561
aircraft,efficientnet_b0,0.2230392156862745,100,svm_+I_scorer,0.05663458861547061
aircraft,mobilenetv2_050,0.1059001782531194,100,svm_+I_scorer,-0.016533033270030945
aircraft,mobilenetv2_100,0.2229411764705882,100,svm_+I_scorer,0.056435331369506306
aircraft,resnet18,0.1933868092691622,100,svm_+I_scorer,0.030931383475105226
aircraft,resnet34,0.1474331550802139,100,svm_+I_scorer,0.02428070115028306
